ssue%23,Action Plan %23,Asset Type,Assessment Tool,LTR Applicable to,BU,GEAR ID,Responsible CIO / L4 (List all L4 names only),Vulnerability ID (seperated by Semicolon),Asset Names (seperated by Semicolon),Target Remediation Date,Requestor Name,Project Manager Name,Scan Type,LTR Category,Region,RA Submitter (EID of submitter),RA Approver (EID of Approver),Submission Date,Approval Date,Comments,ID,Modified
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306300,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609111,01/24/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/24/2023,138,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306301,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609112,01/25/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/25/2023,139,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306261,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609113,01/26/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/16/2023,99,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306262,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609114,01/27/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/17/2023,100,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306263,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609115,01/28/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/18/2023,101,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306264,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609116,01/29/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/19/2023,102,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306265,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609117,01/30/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/20/2023,103,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306266,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609118,01/31/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/21/2023,104,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306267,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609119,02/01/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/22/2023,105,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306268,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609120,02/02/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/23/2023,106,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306269,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609121,02/03/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/24/2023,107,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306270,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609122,02/04/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/25/2023,108,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306271,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609123,02/05/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/26/2023,109,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306272,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609124,02/06/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/27/2023,110,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306273,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609125,02/07/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/28/2023,111,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306274,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500D; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609126,02/08/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/29/2023,112,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306275,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609100,01/13/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/30/2023,113,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306276,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609101,01/14/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,3/31/2023,114,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306277,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609102,01/15/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/1/2023,115,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306278,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609103,01/16/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/2/2023,116,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306279,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609104,01/17/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/3/2023,117,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306280,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609105,01/18/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/4/2023,118,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306281,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609106,01/19/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/5/2023,119,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306282,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609107,01/20/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/6/2023,120,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306283,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609108,01/21/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/7/2023,121,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306284,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609109,01/22/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/8/2023,122,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306285,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609110,01/23/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/9/2023,123,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306286,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609111,01/24/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/10/2023,124,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306287,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609112,01/25/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/11/2023,125,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306288,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609113,01/26/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/12/2023,126,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306289,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609114,01/27/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/13/2023,127,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306290,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609115,01/28/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/14/2023,128,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306291,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609116,01/29/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/15/2023,129,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306292,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609117,01/30/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/16/2023,130,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306293,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609118,01/31/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/17/2023,131,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306294,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609119,02/01/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/18/2023,132,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306295,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609120,02/02/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/19/2023,133,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306296,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609121,02/03/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/20/2023,134,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306297,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609122,02/04/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/21/2023,135,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306298,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609123,02/05/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/22/2023,136,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306299,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609124,02/06/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/23/2023,137,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306300,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609125,02/07/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/24/2023,138,
"5,713,808","5,713,809",Server,Qualys,Application ID,Infrastructure Services (IS),6175;306301,Richard Shannon/Paolo Palombo,11406;91910;91943;,PLGSASCS617500B; PLGSASCS617500C; PLGSASCS617500D; PLGSASCS5220008; DWGSDSCS5190012; PWGSDSCS6175000; PLGSASCS6175001; PLGSASCS6175009; PWGSASCS6175002; PLGSASCS6159001; AWGSDSCLSHRDB02; PWGSDSCS4609126,02/08/2025,"Devlin, Chris",,Internal,Remediation,North America,,,,,4/25/2023,139,
